trn,registry,date_registration,date_enrollement,retrospective_registration,recruitment_status,phase,study_type,countries,public_title,target_enrollment,web_address,euctr_country
NCT04366934,ClinicalTrials.gov,2020-04-22,2020-05-04,FALSE,Not Recruiting,Not Applicable,Observational,France,Study of the Pathogenesis of Olfactory Disorders in COVID-19,26,https://clinicaltrials.gov/show/NCT04366934,NA
NCT04368208,ClinicalTrials.gov,2020-04-28,2020-04-29,FALSE,Not Recruiting,Not Applicable,Observational,France,Impact of Giving Birth During the Covid 19 Pandemia on Postnatal Women's Depression,501,https://clinicaltrials.gov/show/NCT04368208,NA
NCT04368845,ClinicalTrials.gov,2020-04-20,2020-05-11,FALSE,Recruiting,Not Applicable,Interventional,Greece,Telerehabilitation in Patients With COVID-19 After Hospitalization. The ATHLOS Study,100,https://clinicaltrials.gov/show/NCT04368845,NA
NCT04376658,ClinicalTrials.gov,2020-05-04,2020-07-15,FALSE,Recruiting,Not Applicable,Observational,Brazil,Quality of Life and Long-term Outcomes After Hospitalization for COVID-19,1000,https://clinicaltrials.gov/show/NCT04376658,NA
NCT04390477,ClinicalTrials.gov,2020-05-07,2020-05-04,TRUE,Recruiting,Not Applicable,Interventional,Spain,Study to Evaluate the Effect of a Probiotic in COVID-19,40,https://clinicaltrials.gov/show/NCT04390477,NA
NCT04391686,ClinicalTrials.gov,2020-05-15,2020-07-03,FALSE,Recruiting,Not Applicable,Observational,France,Resting Energy Expenditure of the COronaVirus (COVID19) Patient in Reanimation Context,90,https://clinicaltrials.gov/show/NCT04391686,NA
NCT04401371,ClinicalTrials.gov,2020-05-21,2020-05-01,TRUE,Not Recruiting,Not Applicable,Observational,Egypt,Distance Learning for Dental Student During COVID-19 Pandemic,418,https://clinicaltrials.gov/show/NCT04401371,NA
NCT04403100,ClinicalTrials.gov,2020-05-23,2020-06-03,FALSE,Recruiting,Phase 3,Interventional,Brazil,"Hydroxychloroquine and Lopinavir/ Ritonavir to Improve the Health of People With COVID-19: ""The Hope Coalition - 1""",1968,https://clinicaltrials.gov/show/NCT04403100,NA
NCT04403932,ClinicalTrials.gov,2020-05-24,2020-04-17,TRUE,Not Recruiting,Not Applicable,Observational,Spain,Increased Risk of Severe Coronavirus Disease 2019 in Patients With Vitamin D Deficiency,300,https://clinicaltrials.gov/show/NCT04403932,NA
NCT04411433,ClinicalTrials.gov,2020-05-23,2020-05-08,TRUE,Not Recruiting,Phase 3,Interventional,Turkey,Efficacy and Safety of Hydroxychloroquine and Favipiravir in the Treatment of Mild to Moderate COVID-19,1008,https://clinicaltrials.gov/show/NCT04411433,NA
NCT04412668,ClinicalTrials.gov,2020-06-01,2020-06-12,FALSE,Not Recruiting,Phase 2,Interventional,"Puerto Rico, United States",Study to Evaluate the Safety and Efficacy of ATYR1923 In Patients With Severe Pneumonia Related to COVID-19,32,https://clinicaltrials.gov/show/NCT04412668,NA
NCT04427332,ClinicalTrials.gov,2020-06-10,2020-06-11,FALSE,Not Recruiting,Not Applicable,Observational,Italy,Smell and Taste Disorders in COVID-19 Patients,376,https://clinicaltrials.gov/show/NCT04427332,NA
NCT04430049,ClinicalTrials.gov,2020-06-10,2020-06-22,FALSE,Recruiting,Not Applicable,Observational,France,"Impact of Covid-19 Restrictive Measure on Anxiety, Depression and PTSD for Relatives of ICU Patients",480,https://clinicaltrials.gov/show/NCT04430049,NA
NCT04431284,ClinicalTrials.gov,2020-06-10,2020-06-16,FALSE,Not Recruiting,Not Applicable,Observational,France,Impact of COVID-19 Lockdown on Obesity and Eating Behaviors,37,https://clinicaltrials.gov/show/NCT04431284,NA
NCT04434118,ClinicalTrials.gov,2020-06-13,2020-03-20,TRUE,Recruiting,Not Applicable,Observational,Egypt,Anti-rheumatic Drug Use and Risk of COVID-19 Infection in Rheumatoid Arthritis Patients,600,https://clinicaltrials.gov/show/NCT04434118,NA
NCT04435379,ClinicalTrials.gov,2020-06-16,2020-06-18,FALSE,Not Recruiting,Phase 3,Interventional,Germany,Study to Assess VPM1002 in Reducing Hospital Admissions and/or Severe Respiratory Infectious Diseases in Elderly in COVID-19 Pandemic,2038,https://clinicaltrials.gov/show/NCT04435379,NA
NCT04452669,ClinicalTrials.gov,2020-06-29,2020-09-15,FALSE,Recruiting,Phase 2,Interventional,United States,VentaProst in Subjects With COVID-19 Requiring Mechanical Ventilation,20,https://clinicaltrials.gov/show/NCT04452669,NA
NCT04452695,ClinicalTrials.gov,2020-06-29,2020-03-10,TRUE,Not Recruiting,Not Applicable,Observational,United States,Acceptability of Telehealth Triage Using Robotic Systems in COVID-19,40,https://clinicaltrials.gov/show/NCT04452695,NA
NCT04459403,ClinicalTrials.gov,2020-07-02,2020-06-08,TRUE,Not Recruiting,Not Applicable,Observational,Egypt,Psychiatric Disturbances and COVID-19 Infection,400,https://clinicaltrials.gov/show/NCT04459403,NA
NCT04459962,ClinicalTrials.gov,2020-07-03,2020-06-29,TRUE,Not Recruiting,Not Applicable,Interventional,United Kingdom,Covid-19 Breath Test,330,https://clinicaltrials.gov/show/NCT04459962,NA
NCT04462627,ClinicalTrials.gov,2020-07-07,2020-04-14,TRUE,Recruiting,Not Applicable,Interventional,Belgium,Reduction of COVID 19 Transmission to Health Care Professionals,500,https://clinicaltrials.gov/show/NCT04462627,NA
NCT04465474,ClinicalTrials.gov,2020-07-03,2020-05-01,TRUE,Recruiting,Not Applicable,Observational,"China, Hong Kong, Spain","Coronavirus Disease 2019 (COVID-19) During Pregnancy: Prevalence of Seroconversion, Effect on Maternal and Perinatal Outcomes and Risk of Vertical Transmission (COVID-MAP)",3000,https://clinicaltrials.gov/show/NCT04465474,NA
NCT04468386,ClinicalTrials.gov,2020-07-08,2020-07-07,TRUE,Not Recruiting,Not Applicable,Observational,United States,Specimen Collection Study Protocol,40,https://clinicaltrials.gov/show/NCT04468386,NA
NCT04469114,ClinicalTrials.gov,2020-07-10,2020-09-16,FALSE,Not Recruiting,Phase 2,Interventional,Brazil,Tofacitinib in Hospitalized Patients With COVID-19 Pneumonia,260,https://clinicaltrials.gov/show/NCT04469114,NA
NCT04474457,ClinicalTrials.gov,2020-07-15,2020-06-11,TRUE,Not Recruiting,Not Applicable,Observational,Turkey,Efficacy and Safety of Favipiravir in the Treatment of COVID-19 Patients Over 15 Years of Age,1000,https://clinicaltrials.gov/show/NCT04474457,NA
NCT04486001,ClinicalTrials.gov,2020-07-22,2020-12-15,FALSE,Recruiting,Phase 1,Interventional,United States,Study of Intravenous Administration of Allogeneic Adipose Stem Cells for COVID-19,20,https://clinicaltrials.gov/show/NCT04486001,NA
NCT04488575,ClinicalTrials.gov,2020-07-23,2020-08-26,FALSE,Recruiting,Phase 2,Interventional,United States,Safety and Efficacy of EDP1815 in the Treatment of Patients Hospitalized With COVID-19 Infection,60,https://clinicaltrials.gov/show/NCT04488575,NA
NCT04497922,ClinicalTrials.gov,2020-07-30,2021-01-25,FALSE,Recruiting,Not Applicable,Interventional,United States,Virtual White Boards for Patient Satisfaction,100,https://clinicaltrials.gov/show/NCT04497922,NA
NCT04498377,ClinicalTrials.gov,2020-07-31,2021-01-26,FALSE,Recruiting,Phase 2,Interventional,United States,Study of F-652 (IL-22:IgG2 Fusion Protein) in Patients With Moderate to Severe COVID-19,38,https://clinicaltrials.gov/show/NCT04498377,NA
NCT04498442,ClinicalTrials.gov,2020-08-03,2020-05-22,TRUE,Not Recruiting,Not Applicable,Interventional,United States,"A Study on Prevalence, Protection and Recovery From COVID-19 in Seasoned Yoga Practitioners in Comparison to Age and Gender Matched Controls",8519,https://clinicaltrials.gov/show/NCT04498442,NA
NCT04506528,ClinicalTrials.gov,2020-08-07,2020-08-10,FALSE,Recruiting,Not Applicable,Observational,United States,The C3I COVID-19 Project,170000,https://clinicaltrials.gov/show/NCT04506528,NA
NCT04509999,ClinicalTrials.gov,2020-08-07,2020-10-26,FALSE,Recruiting,Phase 3,Interventional,United States,Bicalutamide to Block TMPRSS2 in Males With COVID-19 Infection,100,https://clinicaltrials.gov/show/NCT04509999,NA
NCT04519411,ClinicalTrials.gov,2020-08-18,2020-05-21,TRUE,Recruiting,Not Applicable,Interventional,United States,Transpulmonary Pressure Measurements in Intubated Children With Covid-19 Respiratory Failure,10,https://clinicaltrials.gov/show/NCT04519411,NA
NCT04528368,ClinicalTrials.gov,2020-08-19,2020-12-11,FALSE,Recruiting,Phase 2,Interventional,Brazil,Convalescent Plasma for Treating Patients With COVID-19 Pneumonia Without Indication of Ventilatory Support,60,https://clinicaltrials.gov/show/NCT04528368,NA
NCT04528667,ClinicalTrials.gov,2020-08-20,2021-01-06,FALSE,Recruiting,Phase 2,Interventional,Brazil,Study of the Safety and Efficacy of STI-5656 (Abivertinib Maleate) in Subjects Hospitalized Due to COVID-19,400,https://clinicaltrials.gov/show/NCT04528667,NA
NCT04528901,ClinicalTrials.gov,2020-08-25,2020-09-04,FALSE,Recruiting,Not Applicable,Observational,France,Study of seroPREvalence Vis-Ã -vis SARS-CoV2 and Correlation With Clinical Forms of COVID-19 in Patients Followed in Pneumology in the Cluster Area of the Grand-Est Region (Strasbourg University Hospital),1080,https://clinicaltrials.gov/show/NCT04528901,NA
NCT04535856,ClinicalTrials.gov,2020-08-28,2020-11-14,FALSE,Not Recruiting,Phase 1,Interventional,Indonesia,Therapeutic Study to Evaluate the Safety and Efficacy of DW-MSC in COVID-19 Patients,9,https://clinicaltrials.gov/show/NCT04535856,NA
NCT04537208,ClinicalTrials.gov,2020-09-02,2020-09-03,FALSE,Not Recruiting,Phase 1/Phase 2,Interventional,United States,Study of Recombinant Protein Vaccine Formulations Against COVID-19 in Healthy Adults 18 Years of Age and Older,440,https://clinicaltrials.gov/show/NCT04537208,NA
NCT04538456,ClinicalTrials.gov,2020-09-01,2020-10-15,FALSE,Recruiting,Not Applicable,Observational,United Kingdom,Impact of COVID-19 on Lung Cancer Patients,800,https://clinicaltrials.gov/show/NCT04538456,NA
NCT04557046,ClinicalTrials.gov,2020-09-17,2020-06-26,TRUE,Recruiting,Not Applicable,Interventional,United States,Performance Evaluation of LumiraDx COVID-19 (SARS-CoV-2) Ag Test,400,https://clinicaltrials.gov/show/NCT04557046,NA
NCT04581746,ClinicalTrials.gov,2020-09-22,2020-11-25,FALSE,Recruiting,Not Applicable,Interventional,France,Impact of the Epidemic of COVID-19 Infection Among People Living With HIV (SARS-CoV-2),1800,https://clinicaltrials.gov/show/NCT04581746,NA
NCT04584450,ClinicalTrials.gov,2020-10-09,2020-09-02,TRUE,Not Recruiting,Not Applicable,Observational,Turkey,Investigation of Validity and Reliability of Post-COVID-19 Functional Status Scale,100,https://clinicaltrials.gov/show/NCT04584450,NA
NCT04590352,ClinicalTrials.gov,2020-08-27,2020-03-26,TRUE,Not Recruiting,Not Applicable,Observational,Netherlands,Mucosal Immunity Against SARS-CoV-2 Infection in COVID-19 Patients,187,https://clinicaltrials.gov/show/NCT04590352,NA
NCT04591613,ClinicalTrials.gov,2020-10-10,2020-12-31,FALSE,Recruiting,Not Applicable,Interventional,"France, French Guiana",Late Clinical Events Associated With COVID-19 Infection,1000,https://clinicaltrials.gov/show/NCT04591613,NA
NCT04595084,ClinicalTrials.gov,2020-10-19,2021-02-15,FALSE,Not Recruiting,Not Applicable,Interventional,No Country Given,Remotely Delivered Programs Targeting COVID-19 Stress-Related Depression and Substance Use,240,https://clinicaltrials.gov/show/NCT04595084,NA
NCT04599959,ClinicalTrials.gov,2020-10-22,2020-10-26,FALSE,Not Recruiting,Not Applicable,Interventional,Mexico,COVID-19 Tests: Nasopharyngeal Swab vs Saliva Collected With SalivetteÂ® Cortisol for Viral RNA Sampling for RT-qPCR,144,https://clinicaltrials.gov/show/NCT04599959,NA
NCT04605926,ClinicalTrials.gov,2020-10-21,2020-11-01,FALSE,Not Recruiting,Phase 3,Interventional,Colombia,A Study to Evaluate the Efficacy and Safety of Itolizumab in Subjects Hospitalized With COVID-19,0,https://clinicaltrials.gov/show/NCT04605926,NA
NCT04610138,ClinicalTrials.gov,2020-10-28,2021-02-01,FALSE,Not Recruiting,Phase 2,Interventional,No Country Given,Study of ZnAg Liquid Solution to Treat COVID-19 Symptomatic Participants,276,https://clinicaltrials.gov/show/NCT04610138,NA
NCT04613050,ClinicalTrials.gov,2020-10-30,2020-07-02,TRUE,Recruiting,Not Applicable,Interventional,Egypt,Effect of Respiratory Versus Aerobic Training on Respiratory and Immunity Efficiency in Recovered COVID- 19 Patients,80,https://clinicaltrials.gov/show/NCT04613050,NA
NCT04613271,ClinicalTrials.gov,2020-10-25,2020-10-15,TRUE,Not Recruiting,Phase 3,Interventional,Indonesia,Efficacy and Safety of Favipiravir in Covid-19 Patients in Indonesia,210,https://clinicaltrials.gov/show/NCT04613271,NA
NCT04623021,ClinicalTrials.gov,2020-11-05,2020-09-25,TRUE,Not Recruiting,Phase 2,Interventional,Russian Federation,A Study Evaluating the Efficacy and Safety of CKD-314 (Nafabelltan) in Hospitalized Adult Patients Diagnosed With COVID-19 Pneumonia,104,https://clinicaltrials.gov/show/NCT04623021,NA
NCT04635605,ClinicalTrials.gov,2020-09-28,2020-11-05,FALSE,Recruiting,Phase 2,Interventional,Switzerland,Methylene Blue Treatment of COVID-19,64,https://clinicaltrials.gov/show/NCT04635605,NA
NCT04637295,ClinicalTrials.gov,2020-11-17,2021-01-27,FALSE,Recruiting,Not Applicable,Observational,United States,"Perceptions, Experiences, and Activity in CancEr Survivors During COVID-19",1000,https://clinicaltrials.gov/show/NCT04637295,NA
NCT04640038,ClinicalTrials.gov,2020-11-19,2020-12-18,FALSE,Recruiting,Phase 3,Interventional,United States,Contrast Enhanced Ultrasound in COVID-19,30,https://clinicaltrials.gov/show/NCT04640038,NA
NCT04646109,ClinicalTrials.gov,2020-11-15,2020-05-11,TRUE,Not Recruiting,Phase 3,Interventional,Turkey,Ivermectin for Severe COVID-19 Management,66,https://clinicaltrials.gov/show/NCT04646109,NA
NCT04647682,ClinicalTrials.gov,2020-10-29,2020-11-01,FALSE,Recruiting,Not Applicable,Observational,France,Physical Activity Program Implementation in Hospitalized Positive Covid-19 Older Adults,30,https://clinicaltrials.gov/show/NCT04647682,NA
NCT04659200,ClinicalTrials.gov,2020-12-07,2020-09-01,TRUE,Not Recruiting,Not Applicable,Observational,Turkey,Thyroid Function Tests and Status of Thyroid Autoantibodies in Covid-19 Patients,20,https://clinicaltrials.gov/show/NCT04659200,NA
NCT04661657,ClinicalTrials.gov,2020-12-08,2020-12-28,FALSE,Recruiting,Not Applicable,Observational,United States,COvid-19 LongitUdinal Multiethnic BioImaging Assessment of CARDiovascular Sequelae Registry,70,https://clinicaltrials.gov/show/NCT04661657,NA
NCT04674644,ClinicalTrials.gov,2020-12-16,2020-10-16,TRUE,Not Recruiting,Not Applicable,Interventional,Turkey,Analysing the Psychosocial Effects of COVID-19 Pandemic on Dental Professionals Using the Turkish Version of the Fear of COVID-19 and Coronavirus Anxiety Scales,850,https://clinicaltrials.gov/show/NCT04674644,NA
NCT04682041,ClinicalTrials.gov,2020-12-18,2020-12-22,FALSE,Recruiting,Not Applicable,Interventional,Spain,Evaluating the Impact of EnteraGam In People With COVID-19,420,https://clinicaltrials.gov/show/NCT04682041,NA
NCT04682912,ClinicalTrials.gov,2020-12-22,2021-01-30,FALSE,Recruiting,Not Applicable,Observational,Turkey,Blood Types in Children With COVID-19,2000,https://clinicaltrials.gov/show/NCT04682912,NA
NCT04689542,ClinicalTrials.gov,2020-12-29,2021-01-01,FALSE,Recruiting,Not Applicable,Interventional,Belgium,Surgical Face Mask Effects in Patients With COVID-19,30,https://clinicaltrials.gov/show/NCT04689542,NA
NCT04691180,ClinicalTrials.gov,2020-12-17,2021-01-05,FALSE,Recruiting,Phase 1,Interventional,China,"A Phase 1 Study of Human Monoclonal Antibodies, BRII-196 and BRII-198",24,https://clinicaltrials.gov/show/NCT04691180,NA
NCT04692129,ClinicalTrials.gov,2020-12-30,2020-05-29,TRUE,Recruiting,Not Applicable,Observational,"Spain, Mexico, Brazil",Prone Positioning Short-term Effects on Tissue Oxygen Saturation in Critical COVID-19 Patients,100,https://clinicaltrials.gov/show/NCT04692129,NA
NCT04695301,ClinicalTrials.gov,2020-12-29,2020-07-01,TRUE,Recruiting,Not Applicable,Interventional,Brazil,Functional Outcomes in COVID-19 Survivors and Use of a Digital Platform for Rehabilitation,50,https://clinicaltrials.gov/show/NCT04695301,NA
NCT04696679,ClinicalTrials.gov,2020-11-03,2020-06-19,TRUE,Not Recruiting,Not Applicable,Observational,France,Quality of Life of Very Preterm Children With Dysexecutive Disorders at Elementary School Age During the Confinement-deconfinement Period of Covid-19 Pandemic,170,https://clinicaltrials.gov/show/NCT04696679,NA
NCT04704466,ClinicalTrials.gov,2021-01-08,2021-01-07,TRUE,Recruiting,Not Applicable,Observational,France,Impact of Covid-19 Pandemic on Management of Head and Neck Cancers,150,https://clinicaltrials.gov/show/NCT04704466,NA
NCT04707534,ClinicalTrials.gov,2021-01-11,2021-01-21,FALSE,Recruiting,Phase 4,Interventional,United States,Dexamethasone for COVID-19,300,https://clinicaltrials.gov/show/NCT04707534,NA
NCT04715763,ClinicalTrials.gov,2021-01-14,2021-02-01,FALSE,Not Recruiting,Phase 2,Interventional,No Country Given,INvestigating TELmisartin Study,40,https://clinicaltrials.gov/show/NCT04715763,NA
NCT04715815,ClinicalTrials.gov,2021-01-15,2021-02-01,FALSE,Not Recruiting,Not Applicable,Observational,No Country Given,COVID-19 and Its Effects on Chronic Pain Patients,30,https://clinicaltrials.gov/show/NCT04715815,NA
NCT04721535,ClinicalTrials.gov,2021-01-20,2021-01-01,TRUE,Not Recruiting,Phase 3,Interventional,No Country Given,A Study of DWJ1248 in Prevention of COVID-19 Infection After the Exposure of SARS-COV-2,1012,https://clinicaltrials.gov/show/NCT04721535,NA
NCT04723524,ClinicalTrials.gov,2021-01-22,2020-09-22,TRUE,Recruiting,Phase 2,Interventional,Pakistan,Jinhua Qinggan Granules in the Treatment of COVID-19,300,https://clinicaltrials.gov/show/NCT04723524,NA
NCT04724434,ClinicalTrials.gov,2021-01-13,2020-12-04,TRUE,Recruiting,Not Applicable,Observational,Germany,Follow-up Study of COVID-19 Patients in the District Konstanz,400,https://clinicaltrials.gov/show/NCT04724434,NA
NCT04724642,ClinicalTrials.gov,2021-01-24,2020-12-28,TRUE,Recruiting,Not Applicable,Observational,Israel,"COVID-19 Vaccine in Patients After Allogeneic HCT, CAR-T Therapy and With Primary Immune Deficiency",110,https://clinicaltrials.gov/show/NCT04724642,NA
NCT04724707,ClinicalTrials.gov,2021-01-16,2020-09-11,TRUE,Recruiting,Not Applicable,Observational,Russian Federation,Russian Cardiovascular Registry of COVID-19,900,https://clinicaltrials.gov/show/NCT04724707,NA
NCT04724850,ClinicalTrials.gov,2021-01-11,2021-02-01,FALSE,Not Recruiting,Not Applicable,Observational,No Country Given,Evolution of Coronavirus Disease 2019 (COVID-19) Patients in Extremadura,5000,https://clinicaltrials.gov/show/NCT04724850,NA
