id,trn,type,control_type,placebo_plus_soc,category,intervention,intervention_plus_soc
tri06549,NCT04584580,experimental,NA,NA,drug,Heparin (LMWH or Unfractionated),no
tri06516,NCT04581161,experimental,NA,NA,device,Mechanical Ventilation (Any),undefined_soc
tri06516,NCT04581161,control,undefined_soc,NA,NA,NA,NA
tri05680,NCT04473170,experimental,NA,NA,biologics,Stem Cells (Mesenchymal),undefined_soc
tri05680,NCT04473170,control,undefined_soc,NA,NA,NA,NA
tri03468,NCT04427098,experimental,NA,NA,drug,Heparin (LMWH or Unfractionated),no
tri03092,NCT04409886,experimental,NA,NA,procedure,Hyperbaric Oxygen Therapy,defined_soc
tri03414,NCT04399317,experimental,NA,NA,device,Mechanical Ventilation (Any),undefined_soc
tri03414,NCT04399317,control,undefined_soc,NA,NA,NA,NA
tri03223,NCT04397562,experimental,NA,NA,biologics,Levilimab,undefined_soc
tri03223,NCT04397562,control,placebo,undefined_soc,NA,NA,NA
tri03407,NCT04394793,experimental,NA,NA,procedure,Radiation,undefined_soc
tri05885,NCT04494984,experimental,NA,NA,drug,Hyperimmune Equine Serum (INM005),no
tri05885,NCT04494984,control,placebo,no,NA,NA,NA
tri00685,NCT04335201,experimental,NA,NA,drug,Defibrotide,no
tri05638,NCT04469114,experimental,NA,NA,drug,Tofacitinib,undefined_soc
tri05638,NCT04469114,control,placebo,undefined_soc,NA,NA,NA
tri00010,ChiCTR2000029947,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri00010,ChiCTR2000029947,control,undefined_soc,NA,NA,NA,NA
tri00019,ChiCTR2000029869,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri00019,ChiCTR2000029869,control,undefined_soc,NA,NA,NA,NA
tri00043,ChiCTR2000029777,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri00043,ChiCTR2000029777,control,undefined_soc,NA,NA,NA,NA
tri00045,ChiCTR2000029769,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri00045,ChiCTR2000029769,control,undefined_soc,NA,NA,NA,NA
tri00071,ChiCTR2000029609,experimental,NA,NA,drug,Chloroquine,no
tri00071,ChiCTR2000029609,experimental,NA,NA,drug,Lopinavir;Ritonavir,no
tri00071,ChiCTR2000029609,experimental,NA,NA,drug,Chloroquine;Lopinavir;Ritonavir,no
tri00071,ChiCTR2000029609,experimental,NA,NA,drug,Chloroquine,no
tri00071,ChiCTR2000029609,experimental,NA,NA,drug,Lopinavir;Ritonavir,no
tri00073,ChiCTR2000029603,experimental,NA,NA,drug,ASC09;Ritonavir,undefined_soc
tri00073,ChiCTR2000029603,experimental,NA,NA,drug,Lopinavir;Ritonavir,undefined_soc
tri00076,ChiCTR2000029600,experimental,NA,NA,biologics,Interferon Alpha (Any),no
tri00076,ChiCTR2000029600,experimental,NA,NA,multiple,Interferon Alpha (Any);Lopinavir;Ritonavir,no
tri00076,ChiCTR2000029600,experimental,NA,NA,multiple,Favipiravir;Interferon Alpha (Any) (Any),no
tri00085,ChiCTR2000029541,experimental,NA,NA,drug,Cobicistat;Darunavir,defined_soc
tri00085,ChiCTR2000029541,experimental,NA,NA,drug,Lopinavir;Ritonavir,defined_soc
tri00085,ChiCTR2000029541,control,defined_soc,NA,NA,NA,NA
tri00091,ChiCTR2000029487,experimental,NA,NA,traditional_medicine,Traditional Medicine,no
tri00091,ChiCTR2000029487,control,no_treatment,NA,NA,NA,NA
tri00092,ChiCTR2000029468,experimental,NA,NA,drug,Dimethyl Fumarate;Emtricitabine;Lopinavir;Ritonavir;Tenofovir,no
tri00092,ChiCTR2000029468,experimental,NA,NA,drug,Lopinavir;Ritonavir,no
tri00100,ChiCTR2000029436,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri00100,ChiCTR2000029436,control,undefined_soc,NA,NA,NA,NA
tri00102,ChiCTR2000029432,experimental,NA,NA,traditional_medicine,Traditional Medicine,no
tri00109,ChiCTR2000030188,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri00109,ChiCTR2000030188,control,undefined_soc,NA,NA,NA,NA
tri00115,ChiCTR2000030166,experimental,NA,NA,traditional_medicine,Traditional Medicine,defined_soc
tri00115,ChiCTR2000030166,control,defined_soc,NA,NA,NA,NA
tri00125,ChiCTR2000030113,experimental,NA,NA,drug,Favipiravir,no
tri00125,ChiCTR2000030113,experimental,NA,NA,drug,Ritonavir,no
tri00132,ChiCTR2000030089,experimental,NA,NA,biologics,Adalimumab,undefined_soc
tri00132,ChiCTR2000030089,control,undefined_soc,NA,NA,NA,NA
tri00144,ChiCTR2000030034,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri00144,ChiCTR2000030034,control,undefined_soc,NA,NA,NA,NA
tri00145,ChiCTR2000030033,experimental,NA,NA,traditional_medicine,Traditional Medicine,no
tri00145,ChiCTR2000030033,experimental,NA,NA,traditional_medicine,Traditional Medicine,no
tri00145,ChiCTR2000030033,control,no_treatment,NA,NA,NA,NA
tri00162,ChiCTR2000030003,experimental,NA,NA,traditional_medicine,Traditional Medicine,no
tri00162,ChiCTR2000030003,experimental,NA,NA,traditional_medicine,Traditional Medicine,no
tri00162,ChiCTR2000030003,experimental,NA,NA,traditional_medicine,Traditional Medicine,no
tri00159,ChiCTR2000030007,experimental,NA,NA,biologics,Recombinant human granulocyte colony-stimulating factor (rhG-CSF),undefined_soc
tri00159,ChiCTR2000030007,control,undefined_soc,NA,NA,NA,NA
tri00163,ChiCTR2000030002,experimental,NA,NA,drug,Tranilast,undefined_soc
tri00163,ChiCTR2000030002,control,undefined_soc,NA,NA,NA,NA
tri00173,ChiCTR2000029988,experimental,NA,NA,drug,Chloroquine,no
tri00173,ChiCTR2000029988,control,no_treatment,NA,NA,NA,NA
tri00189,ChiCTR2000029740,experimental,NA,NA,drug,Hydroxychloroquine,no
tri00189,ChiCTR2000029740,control,undefined_soc,NA,NA,NA,NA
tri00188,ChiCTR2000029780,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri00188,ChiCTR2000029780,control,undefined_soc,NA,NA,NA,NA
tri00235,ChiCTR2000030255,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri00235,ChiCTR2000030255,control,undefined_soc,NA,NA,NA,NA
tri00230,ChiCTR2000030261,experimental,NA,NA,biologics,Stem Cells (Mesenchymal),no
tri00230,ChiCTR2000030261,control,no_treatment,NA,NA,NA,NA
tri00222,ChiCTR2000030314,experimental,NA,NA,traditional_medicine,Traditional Medicine,no
tri00244,ChiCTR2000030196,experimental,NA,NA,biologics,Tocilizumab,undefined_soc
tri03856,IRCT20150107020592N26,experimental,NA,NA,drug,Favipiravir,no
tri02674,EUCTR2020-001270-29,experimental,NA,NA,drug,Hydroxychloroquine,undefined_soc
tri02674,EUCTR2020-001270-29,control,undefined_soc,NA,NA,NA,NA
tri01651,IRCT20200404046937N2,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri01651,IRCT20200404046937N2,control,placebo,undefined_soc,NA,NA,NA
tri03964,IRCT20200705048013N1,experimental,NA,NA,drug,Pentoxifylline,no
tri03964,IRCT20200705048013N1,control,defined_soc,NA,NA,NA,NA
tri03193,NCT04244591,experimental,NA,NA,drug,Methylprednisolone,undefined_soc
tri03193,NCT04244591,control,undefined_soc,NA,NA,NA,NA
tri00536,NCT04261270,experimental,NA,NA,drug,ASC09F;Oseltamivir,no
tri00536,NCT04261270,experimental,NA,NA,drug,Oseltamivir;Ritonavir,no
tri00536,NCT04261270,experimental,NA,NA,drug,Oseltamivir,no
tri00537,NCT04263402,experimental,NA,NA,drug,Methylprednisolone,undefined_soc
tri00537,NCT04263402,experimental,NA,NA,drug,Methylprednisolone,undefined_soc
tri00108,NCT04268537,experimental,NA,NA,drug,Anti-PD-1 Monoclonal Antibody,undefined_soc
tri00108,NCT04268537,experimental,NA,NA,drug,Thymosin,undefined_soc
tri00108,NCT04268537,control,undefined_soc,NA,NA,NA,NA
tri00191,NCT04273529,experimental,NA,NA,drug,Thalidomide,no
tri00191,NCT04273529,control,placebo,no,NA,NA,NA
tri00265,NCT04276987,experimental,NA,NA,biologics,Stem Cells (Mesenchymal),undefined_soc
tri02446,NCT04292899,experimental,NA,NA,drug,Remdesivir,undefined_soc
tri02446,NCT04292899,experimental,NA,NA,drug,Remdesivir,undefined_soc
tri01132,NCT04355052,experimental,NA,NA,drug,Azithromycin;Hydroxychloroquine,no
tri01132,NCT04355052,experimental,NA,NA,drug,Camostat Mesilate;Hydroxychloroquine,no
tri01132,NCT04355052,control,no_treatment,NA,NA,NA,NA
tri00986,NCT04347980,experimental,NA,NA,drug,Hydroxychloroquine,no
tri00986,NCT04347980,experimental,NA,NA,drug,Dexamethasone;Hydroxychloroquine,no
tri00975,NCT04346368,experimental,NA,NA,biologics,Stem Cells (Mesenchymal),undefined_soc
tri00975,NCT04346368,control,placebo,undefined_soc,NA,NA,NA
tri05351,NCT04344379,experimental,NA,NA,drug,Hydroxychloroquine,no
tri05351,NCT04344379,experimental,NA,NA,drug,Azithromycin,no
tri05351,NCT04344379,control,placebo,no,NA,NA,NA
tri00938,NCT04343183,experimental,NA,NA,procedure,Hyperbaric Oxygen Therapy,no
tri00938,NCT04343183,control,undefined_soc,NA,NA,NA,NA
tri02025,NCT04342182,experimental,NA,NA,biologics,Convalescent Plasma,no
tri02025,NCT04342182,control,defined_soc,NA,NA,NA,NA
tri00782,NCT04338802,experimental,NA,NA,drug,Nintedanib,no
tri00782,NCT04338802,control,placebo,no,NA,NA,NA
tri00770,NCT04336904,experimental,NA,NA,drug,Favipiravir,undefined_soc
tri00770,NCT04336904,control,placebo,undefined_soc,NA,NA,NA
tri01282,NCT04335071,experimental,NA,NA,biologics,Tocilizumab,no
tri01282,NCT04335071,control,placebo,no,NA,NA,NA
tri00248,ChiCTR2000030022,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri00248,ChiCTR2000030022,control,undefined_soc,NA,NA,NA,NA
tri00286,ChiCTR2000030535,experimental,NA,NA,drug,Ebastine;Interferon Alpha (Any);Lopinavir,no
tri00286,ChiCTR2000030535,experimental,NA,NA,drug,Interferon Alpha (Any);Lopinavir,no
tri00255,ChiCTR2000029898,experimental,NA,NA,drug,Hydroxychloroquine,no
tri00255,ChiCTR2000029898,experimental,NA,NA,drug,Chloroquine,no
tri00295,ChiCTR2000030487,experimental,NA,NA,drug,Azvudine,undefined_soc
tri00293,ChiCTR2000030490,experimental,NA,NA,traditional_medicine,Traditional Medicine,no
tri00320,ChiCTR2000029580,experimental,NA,NA,multiple,Ruxolitinib;Stem Cells (Mesenchymal),no
tri00320,ChiCTR2000029580,control,undefined_soc,NA,NA,NA,NA
tri00305,ChiCTR2000030471,experimental,NA,NA,drug,Lipoic acid,undefined_soc
tri00305,ChiCTR2000030471,control,placebo,undefined_soc,NA,NA,NA
tri00427,ChiCTR2000030700,experimental,NA,NA,drug,Heparin (LMWH or Unfractionated),undefined_soc
tri00427,ChiCTR2000030700,control,undefined_soc,NA,NA,NA,NA
tri00409,ChiCTR2000030744,experimental,NA,NA,procedure,Low Flow Extracorporeal Membrane Oxygenation (ECMO),no
tri00409,ChiCTR2000030744,control,undefined_soc,NA,NA,NA,NA
tri00507,ChiCTR2000030939,experimental,NA,NA,drug,LL-37 antiviral peptide (CAS001),no
tri00526,ChiCTR2000029868,experimental,NA,NA,drug,Hydroxychloroquine,no
tri00526,ChiCTR2000029868,control,undefined_soc,NA,NA,NA,NA
tri00582,ChiCTR2000031204,experimental,NA,NA,drug,Chloroquine,no
tri00582,ChiCTR2000031204,control,placebo,no,NA,NA,NA
tri00593,ChiCTR2000030936,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri00593,ChiCTR2000030936,control,undefined_soc,NA,NA,NA,NA
tri00606,NCT04305106,experimental,NA,NA,biologics,Bevacizumab,no
tri00606,NCT04305106,control,no_treatment,NA,NA,NA,NA
tri00739,NCT04315480,experimental,NA,NA,biologics,Tocilizumab,no
tri00609,NCT04319900,experimental,NA,NA,drug,Chloroquine;Favipiravir,no
tri00609,NCT04319900,experimental,NA,NA,drug,Favipiravir,no
tri00609,NCT04319900,control,placebo,no,NA,NA,NA
tri02447,NCT04320615,experimental,NA,NA,biologics,Tocilizumab,undefined_soc
tri02447,NCT04320615,control,placebo,undefined_soc,NA,NA,NA
tri02017,NCT04325893,experimental,NA,NA,drug,Hydroxychloroquine,no
tri02017,NCT04325893,control,placebo,no,NA,NA,NA
tri02558,NCT04326114,experimental,NA,NA,device,Inspiratory muscle training (IMT) device,no
tri02558,NCT04326114,experimental,NA,NA,device,Expiratory muscle training (IMT) device,no
tri02558,NCT04326114,control,no_treatment,NA,NA,NA,NA
tri00666,NCT04327349,experimental,NA,NA,biologics,Convalescent Plasma,no
tri01880,NCT04328961,experimental,NA,NA,drug,Hydroxychloroquine,no
tri01880,NCT04328961,experimental,NA,NA,drug,Vitamin C,no
tri02563,NCT04333654,experimental,NA,NA,drug,Hydroxychloroquine,no
tri02563,NCT04333654,control,placebo,no,NA,NA,NA
tri00762,NCT04334005,experimental,NA,NA,nutritional_supplement,Vitamin D (Any),defined_soc
tri00762,NCT04334005,control,defined_soc,NA,NA,NA,NA
tri00763,NCT04334382,experimental,NA,NA,drug,Hydroxychloroquine,no
tri00763,NCT04334382,experimental,NA,NA,drug,Azithromycin,no
tri03030,NCT04335786,experimental,NA,NA,drug,Valsartan,no
tri03030,NCT04335786,control,placebo,no,NA,NA,NA
tri02455,NCT04337788,experimental,NA,NA,other,Telehealth,no
tri02455,NCT04337788,control,undefined_soc,NA,NA,NA,NA
tri00594,ChiCTR2000030923,experimental,NA,NA,traditional_medicine,Traditional Medicine,no
tri00594,ChiCTR2000030923,control,no_treatment,NA,NA,NA,NA
tri00594,ChiCTR2000030923,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri00594,ChiCTR2000030923,control,undefined_soc,NA,NA,NA,NA
tri00598,ChiCTR2000030288,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri00598,ChiCTR2000030288,control,undefined_soc,NA,NA,NA,NA
tri01048,ChiCTR2000032400,experimental,NA,NA,drug,Vitamin C,no
tri01048,ChiCTR2000032400,control,placebo,no,NA,NA,NA
tri01051,ChiCTR2000032367,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri01051,ChiCTR2000032367,control,undefined_soc,NA,NA,NA,NA
tri01053,ChiCTR2000032314,experimental,NA,NA,drug,Aliskiren,undefined_soc
tri01053,ChiCTR2000032314,experimental,NA,NA,drug,Nifedipine,undefined_soc
tri01054,ChiCTR2000032313,experimental,NA,NA,traditional_medicine,Traditional Medicine,no
tri01054,ChiCTR2000032313,control,placebo,no,NA,NA,NA
tri01258,ChiCTR2000032456,experimental,NA,NA,procedure,Oxygen,undefined_soc
tri01258,ChiCTR2000032456,control,undefined_soc,NA,NA,NA,NA
tri01260,ChiCTR2000032135,experimental,NA,NA,drug,Ulinastatin,no
tri01260,ChiCTR2000032135,experimental,NA,NA,drug,Ulinastatin,no
tri01260,ChiCTR2000032135,control,undefined_soc,NA,NA,NA,NA
tri01260,ChiCTR2000032135,control,undefined_soc,NA,NA,NA,NA
tri02205,ChiCTR2000033320,experimental,NA,NA,traditional_medicine,Traditional Medicine,no
tri02205,ChiCTR2000033320,control,undefined_soc,NA,NA,NA,NA
tri02207,ChiCTR2000033318,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri02207,ChiCTR2000033318,control,undefined_soc,NA,NA,NA,NA
tri01611,IRCT20160131026298N2,experimental,NA,NA,drug,Traditional Medicine,undefined_soc
tri01611,IRCT20160131026298N2,control,undefined_soc,NA,NA,NA,NA
tri04112,ACTRN12620001048976,experimental,NA,NA,drug,Remdesivir,no
tri08411,NCT04834115,experimental,NA,NA,drug,Ivermectin,no
tri08411,NCT04834115,control,placebo,no,NA,NA,NA
tri08350,NCT04816942,experimental,NA,NA,biologics,Convalescent Plasma,no
tri08319,NCT04810949,experimental,NA,NA,nutritional_supplement,Vitamin D (Any),no
tri08319,NCT04810949,experimental,NA,NA,other,Vitamin D (Any),no
tri08276,NCT04680949,experimental,NA,NA,drug,Anakinra,undefined_soc
tri08276,NCT04680949,control,placebo,undefined_soc,NA,NA,NA
tri08274,NCT04678739,experimental,NA,NA,drug,Remdesivir;Tocilizumab,undefined_soc
tri08274,NCT04678739,control,undefined_soc,NA,NA,NA,NA
tri01128,NCT04353037,experimental,NA,NA,drug,Hydroxychloroquine,no
tri01128,NCT04353037,control,placebo,no,NA,NA,NA
tri08055,NCT04788355,experimental,NA,NA,drug,Hydroxychloroquine,undefined_soc
tri08055,NCT04788355,experimental,NA,NA,drug,Apixaban;Hydroxychloroquine,undefined_soc
tri08055,NCT04788355,experimental,NA,NA,drug,Apixaban,undefined_soc
tri08055,NCT04788355,control,undefined_soc,NA,NA,NA,NA
tri08007,NCT04716556,experimental,NA,NA,biologics,Convalescent Plasma,undefined_soc
tri08007,NCT04716556,control,undefined_soc,NA,NA,NA,NA
tri06299,NCT04547127,experimental,NA,NA,biologics,Convalescent Plasma,undefined_soc
tri06299,NCT04547127,control,undefined_soc,NA,NA,NA,NA
tri03392,NCT04387760,experimental,NA,NA,drug,Hydroxychloroquine,undefined_soc
tri03392,NCT04387760,experimental,NA,NA,drug,Favipiravir,undefined_soc
tri03392,NCT04387760,control,undefined_soc,NA,NA,NA,NA
tri07183,NCT04662671,experimental,NA,NA,device,RD-X19 Device,no
tri07183,NCT04662671,control,placebo,no,NA,NA,NA
tri06305,NCT04547660,experimental,NA,NA,biologics,Convalescent Plasma,undefined_soc
tri06305,NCT04547660,control,undefined_soc,NA,NA,NA,NA
tri01149,NCT04357366,experimental,NA,NA,drug,Anakinra,no
tri01489,NCT04336332,experimental,NA,NA,drug,Azithromycin;Hydroxychloroquine,no
tri01489,NCT04336332,experimental,NA,NA,drug,Hydroxychloroquine,no
tri01489,NCT04336332,control,placebo,no,NA,NA,NA
tri00996,NCT04349371,experimental,NA,NA,drug,Chloroquine,no
tri00996,NCT04349371,control,placebo,no,NA,NA,NA
tri07186,NCT04663555,experimental,NA,NA,drug,Dexamethasone,no
tri07186,NCT04663555,experimental,NA,NA,drug,Dexamethasone,no
tri07074,NCT04643678,experimental,NA,NA,drug,Anakinra,undefined_soc
tri07074,NCT04643678,control,undefined_soc,NA,NA,NA,NA
tri05536,NCT04459286,experimental,NA,NA,drug,Atazanavir;Nitazoxanide;Ritonavir,undefined_soc
tri05536,NCT04459286,control,undefined_soc,NA,NA,NA,NA
tri07656,NCT04730323,experimental,NA,NA,biologics,Tocilizumab,no
tri07654,NCT04729491,experimental,NA,NA,drug,Dutasteride,defined_soc
tri07654,NCT04729491,control,placebo,defined_soc,NA,NA,NA
tri07638,NCT04726098,experimental,NA,NA,drug,Dexamethasone,no
tri07638,NCT04726098,experimental,NA,NA,drug,Dexamethasone,no
tri07618,NCT04682041,experimental,NA,NA,nutritional_supplement,ImmunoLin,undefined_soc
tri07618,NCT04682041,control,undefined_soc,NA,NA,NA,NA
tri07608,NCT04724629,experimental,NA,NA,biologics,Ixekizumab,no
tri07608,NCT04724629,experimental,NA,NA,biologics,Aldesleukin,no
tri07608,NCT04724629,experimental,NA,NA,drug,Colchicine,no
tri07608,NCT04724629,control,undefined_soc,NA,NA,NA,NA
tri07580,NCT04715295,experimental,NA,NA,drug,Doxycycline;Rivaroxaban,no
tri07580,NCT04715295,experimental,NA,NA,drug,Azithromycin;Hydroxychloroquine,no
tri05624,NCT04468009,experimental,NA,NA,biologics,Convalescent Plasma,no
tri05624,NCT04468009,control,undefined_soc,NA,NA,NA,NA
tri07423,CTRI/2020/10/028731,experimental,NA,NA,drug,Dexamethasone,no
tri07423,CTRI/2020/10/028731,experimental,NA,NA,drug,Dexamethasone,no
tri04913,CTRI/2020/08/027225,experimental,NA,NA,drug,Ivermectin,no
tri04913,CTRI/2020/08/027225,control,placebo,no,NA,NA,NA
tri07402,NCT04712279,experimental,NA,NA,drug,Ivermectin,defined_soc
tri07402,NCT04712279,control,placebo,defined_soc,NA,NA,NA
tri07402,NCT04712279,experimental,NA,NA,drug,Ivermectin,defined_soc
tri07376,NCT04683328,experimental,NA,NA,biologics,SCTA01,undefined_soc
tri07376,NCT04683328,control,placebo,undefined_soc,NA,NA,NA
tri05532,NCT04458363,experimental,NA,NA,biologics,Convalescent Plasma,undefined_soc
tri03519,NCT04435587,experimental,NA,NA,drug,Ivermectin,no
tri03519,NCT04435587,experimental,NA,NA,drug,Hydroxychloroquine;Ritonavir;Darunavir,no
tri01108,NCT04339712,experimental,NA,NA,drug,Anakinra,no
tri01108,NCT04339712,experimental,NA,NA,biologics,Tocilizumab,no
tri06421,NCT04567173,experimental,NA,NA,biologics,Convalescent Plasma,undefined_soc
tri06421,NCT04567173,control,undefined_soc,NA,NA,NA,NA
tri06084,NCT04521036,experimental,NA,NA,biologics,Convalescent Plasma,no
tri06084,NCT04521036,control,placebo,no,NA,NA,NA
tri06023,NCT04513184,experimental,NA,NA,drug,Dexamethasone,no
tri06023,NCT04513184,control,undefined_soc,NA,NA,NA,NA
tri05608,NCT04466540,experimental,NA,NA,drug,Hydroxychloroquine,no
tri05608,NCT04466540,control,placebo,no,NA,NA,NA
tri02138,NCT04391101,experimental,NA,NA,biologics,Convalescent Plasma,undefined_soc
tri02138,NCT04391101,control,undefined_soc,NA,NA,NA,NA
tri01872,NCT04384588,experimental,NA,NA,biologics,Convalescent Plasma,no
tri05386,NCT04376034,experimental,NA,NA,biologics,Convalescent Plasma,no
tri05386,NCT04376034,experimental,NA,NA,biologics,Convalescent Plasma,no
tri05386,NCT04376034,control,undefined_soc,NA,NA,NA,NA
tri02961,NCT04374565,experimental,NA,NA,biologics,Convalescent Plasma,no
tri01476,NCT04374539,experimental,NA,NA,procedure,Therapeutic plasma exchange,defined_soc
tri01476,NCT04374539,control,defined_soc,NA,NA,NA,NA
tri02038,NCT04372979,experimental,NA,NA,biologics,Convalescent Plasma,no
tri02038,NCT04372979,control,placebo,no,NA,NA,NA
tri03346,NCT04363853,experimental,NA,NA,drug,Tocilizumab,no
tri03343,NCT04363203,experimental,NA,NA,drug,Hydroxychloroquine,no
tri03343,NCT04363203,experimental,NA,NA,drug,Azithromycin,no
tri03343,NCT04363203,control,placebo,no,NA,NA,NA
tri01312,NCT04363450,experimental,NA,NA,drug,Hydroxychloroquine,no
